RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,O-LEBRON Box Impact,D-LEBRON Box Impact,LEBRON Vs Role Average,O-LEBRON Vs Role Average,D-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,O-LEBRON Box Impact_percentile,D-LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,O-LEBRON Vs Role Average_percentile,D-LEBRON Vs Role Average_percentile
3187,2023-24,Buddy Boeheim,24,DET,84,Garbage Time,Low Minute,Chaser,-0.46,-0.24,-0.22,0.11,-0.36,-0.31,-0.05,0.51,0.22,0.29,47.19,63.12,43.03,24.66,51.8,60.31,52.95,69.13,63.74,66.27
3188,2022-23,Dalen Terry,20,CHI,214,Garbage Time,Movement Shooter,Chaser,-0.37,-0.35,-0.02,0.28,-0.56,-0.51,-0.05,0.97,0.4,0.57,49.89,58.11,53.79,36.09,45.08,50.1,52.95,79.57,71.56,78.32
3189,2023-24,Dalen Terry,21,CHI,681,Rotation,Stationary Shooter,Chaser,-0.18,-0.97,0.79,0.97,-0.94,-1.59,0.65,1.72,0.42,1.3,55.31,31.69,82.24,54.79,31.63,12.66,81.38,90.4,72.27,94.25
3190,2024-25,Dalen Terry,22,CHI,987,Rotation,Stationary Shooter,Point of Attack,-1.52,-1.9,0.38,0.57,-1.52,-1.89,0.37,-0.51,-0.85,0.34,18.21,7.75,71.48,45.57,15.95,7.14,73.63,34.34,18.94,68.62
3191,2025-26,Dalen Terry,23,CHI/PHI,551,Rotation,Stationary Shooter,Point of Attack,-0.17,-1.16,1,0.79,-0.28,-1.15,0.87,0.99,0.13,0.86,55.59,25.3,86.54,51.03,54.17,24.9,86.49,79.94,58.78,87.27
3192,2023-24,Isaiah Wong,23,IND,4,Too Few Games,Low Minute,Helper,-0.79,-0.12,-0.67,0,-0.8,-0.1,-0.69,-0.19,0.34,-0.53,36.83,68.52,21.68,6.65,36.63,70.45,18.74,45.72,69.33,23.93
3193,2024-25,Isaiah Wong,24,CHO,265,Garbage Time,Slasher,Chaser,-1.14,-0.8,-0.35,0.22,-1.14,-0.72,-0.42,-0.24,-0.3,0.06,26.88,38.03,36.1,33.23,25.96,40.83,30.94,43.57,37.15,54.74
3194,2024-25,Jacob Toppin,24,NYK/ATL,75,Garbage Time,Low Minute,Helper,-0.43,-0.48,0.05,0.1,-0.41,-0.44,0.03,-0.27,-0.23,-0.04,48.21,52.06,57.8,23.68,50.44,53.25,58.09,42.54,40.23,49.05
3195,2023-24,Jacob Toppin,23,NYK,38,Garbage Time,Low Minute,Helper,-0.81,-0.69,-0.12,0.04,-0.86,-0.63,-0.22,-0.21,-0.23,0.01,36.36,42.5,48.49,13.64,34.74,44.75,42.23,44.85,40.23,51.83
3196,2022-23,Trevor Keels,19,NYK,8,Too Few Games,Low Minute,Chaser,-0.6,-0.38,-0.23,0.01,-0.49,-0.32,-0.17,0.34,-0.02,0.36,42.98,56.65,42.47,7.8,47.48,59.88,45.68,64.2,50.46,69.31
3197,2022-23,Peyton Watson,20,DEN,186,Garbage Time,Athletic Finisher,Helper,-1.71,-1.11,-0.59,0.09,-1.13,-1.21,0.08,-0.34,0.18,-0.53,14.4,27.17,24.9,22.24,26.2,22.97,61.07,40.34,61.54,23.93
3198,2023-24,Peyton Watson,21,DEN,1488,Rotation,Stationary Shooter,Helper,-2.06,-2.52,0.46,0.38,-0.79,-1.9,1.11,-0.54,-1.14,0.6,9.07,2.17,74.04,40.23,36.98,7.02,90.23,33.38,12.37,79.52
3199,2024-25,Peyton Watson,22,DEN,1657,Key Rotation,Stationary Shooter,Point of Attack,-0.78,-1.79,1.01,1.74,-0.49,-1.73,1.23,0.24,-0.74,0.98,37.32,9.55,86.71,67.47,47.48,9.65,91.94,61.27,21.48,89.54
3200,2025-26,Peyton Watson,23,DEN,1598,Starter,Movement Shooter,Point of Attack,-1.25,-1.18,-0.07,1.21,0.51,-0.26,0.77,-0.78,-0.58,-0.2,23.57,24.66,50.98,59.44,83.38,63.07,84.44,26.17,25.88,39.37
3201,2022-23,Tyrese Martin,23,ATL,66,Garbage Time,Low Minute,Helper,-0.96,-0.43,-0.53,0.06,-0.91,-0.54,-0.37,-0.54,-0.08,-0.46,31.92,54.55,27.3,17.33,32.81,48.49,33.41,33.38,47.58,26.79
3202,2024-25,Tyrese Martin,25,BRK,1315,Key Rotation,Movement Shooter,Chaser,-1.95,-1.04,-0.91,0.41,-2.01,-0.97,-1.04,-0.76,-0.26,-0.5,10.53,29.59,14.78,41.03,7.49,30.89,8.99,26.78,38.74,25.27
3203,2025-26,Tyrese Martin,26,BRK/PHI,777,Rotation,Secondary Ball Handler,Chaser,-0.63,-0.68,0.05,0.89,-1.25,-0.56,-0.69,0.22,-0.08,0.29,42.08,42.87,57.8,53.33,22.79,47.65,18.74,60.66,47.58,66.27
3204,2024-25,Alondes Williams,25,DET,4,Too Few Games,Low Minute,Point of Attack,-0.01,0.02,-0.03,0.01,0,0.02,-0.02,0.22,0.27,-0.06,58.64,73.49,53.03,7.8,60.82,74.59,54.96,60.66,66.32,47.85
3205,2023-24,Alondes Williams,24,MIA,16,Too Few Games,Low Minute,Chaser,-0.58,-0.47,-0.11,0.02,-0.43,-0.33,-0.1,0.39,-0.01,0.4,43.67,52.47,48.92,10.21,49.66,59.33,50.2,65.76,51.17,71.33
3206,2022-23,Alondes Williams,23,BRK,5,Too Few Games,Low Minute,Helper,-0.99,-0.28,-0.71,0,-0.94,-0.24,-0.7,-0.57,0.07,-0.64,31.03,61.44,20.16,6.65,31.63,64.05,18.36,32.33,55.6,20.01
3207,2025-26,Caleb Houstan,23,ATL,75,Garbage Time,Low Minute,Helper,-0.7,-0.67,-0.03,0.08,-0.78,-0.58,-0.19,-0.41,-0.28,-0.12,39.9,43.35,53.03,20.62,37.41,46.78,44.36,37.78,37.88,44.13
3208,2022-23,Caleb Houstan,20,ORL,812,Rotation,Movement Shooter,Low Activity,-2.69,-2.03,-0.66,-0.11,-2.76,-2.11,-0.65,-1.02,-1.28,0.26,3.36,6.36,22.09,4.55,1.69,4.5,20.26,20.7,9.8,64.59
3209,2023-24,Caleb Houstan,21,ORL,815,Rotation,Movement Shooter,Low Activity,-2.53,-1.18,-1.36,-0.03,-1.92,-1.05,-0.88,-0.93,-0.3,-0.63,4.57,24.66,6.4,5.91,9.01,28.23,12.36,22.75,37.15,20.28
3210,2024-25,Caleb Houstan,22,ORL,788,Rotation,Movement Shooter,Low Activity,-1.77,-1.35,-0.42,0.33,-1.64,-1.27,-0.37,-0.32,-0.57,0.25,13.33,19.53,32.65,38.54,13.68,20.77,33.41,41.05,26.29,64.3
3211,2022-23,Moussa Diabate,21,LAC,195,Garbage Time,Roll + Cut Big,Mobile Big,-0.83,-0.68,-0.15,0.2,-1.32,-1.11,-0.21,-0.43,0.29,-0.71,35.81,42.87,46.99,31.96,20.64,26.3,42.87,36.98,67.23,17.74
3212,2023-24,Moussa Diabate,22,LAC,64,Garbage Time,Low Minute,Mobile Big,-0.93,-0.2,-0.73,0.06,-0.97,-0.33,-0.64,-1.21,0.26,-1.47,32.86,64.93,19.57,17.33,30.79,59.33,20.5,16.77,65.64,3.05
3213,2024-25,Moussa Diabate,23,CHO,1241,Rotation,Roll + Cut Big,Mobile Big,-0.91,-1.69,0.77,1.19,-1.19,-1.92,0.73,-0.67,-0.67,0,33.42,11.44,81.72,59.02,24.45,6.82,83.33,29.06,23.26,51.46
3214,2025-26,Moussa Diabate,24,CHO,1899,Starter,Roll + Cut Big,Mobile Big,2.07,0.03,2.04,5.39,1.66,-0.18,1.84,1.97,0.8,1.17,94.43,73.82,97.31,91.84,92.91,67.11,97.12,92.62,82.26,92.52
3215,2023-24,Trayce Jackson-Davis,23,GSW,1130,Rotation,Roll + Cut Big,Mobile Big,1.54,0.34,1.2,2.84,1.55,0.1,1.44,1.73,1.27,0.46,91.79,80.31,89.64,78.64,92.22,76.68,94.5,90.49,89.9,73.97
3216,2024-25,Trayce Jackson-Davis,24,GSW,967,Rotation,Roll + Cut Big,Mobile Big,0.27,-0.5,0.77,1.65,0.34,-0.41,0.75,0.51,0.52,-0.01,78.06,51.29,81.72,66.22,80.87,55.01,83.97,69.13,75.58,50.66
3217,2025-26,Trayce Jackson-Davis,25,GSW/TOR,496,Rotation,Roll + Cut Big,Mobile Big,0.11,-0.83,0.94,0.8,0.2,-0.68,0.88,0.01,-0.05,0.06,75.66,36.87,85.44,51.42,78.44,42.52,86.66,52.84,49.02,54.74
3218,2022-23,John Butler Jr.,20,POR,221,Garbage Time,Off Screen Shooter,Helper,-1.54,-1.64,0.1,0.13,-1.38,-1.65,0.27,-1.1,-1.27,0.17,17.83,12.46,60.63,26.32,19.36,11.32,69.82,18.86,9.94,60.29
3219,2022-23,Dereon Seabron,22,NOP,12,Too Few Games,Low Minute,Helper,-0.61,-0.19,-0.43,0.01,-0.67,-0.31,-0.36,-0.19,0.16,-0.36,42.72,65.39,32.18,7.8,41.13,60.31,34.11,45.72,60.44,31.26
3220,2023-24,Dereon Seabron,23,NOP,55,Too Few Games,Low Minute,Point of Attack,-1.24,-0.79,-0.45,0.04,-1.13,-0.64,-0.48,-0.65,-0.33,-0.32,23.86,38.35,31.06,13.64,26.2,44.3,27.95,29.69,35.73,33.31
3221,2024-25,Collin Gillespie,25,PHO,461,Rotation,Secondary Ball Handler,Point of Attack,1.3,1.3,0,1.09,1.28,1.3,-0.02,1.86,1.89,-0.03,90.07,91.3,55.06,57.21,90.59,91.25,54.96,91.71,95.09,49.71
3222,2025-26,Collin Gillespie,26,PHO,2282,Starter,Primary Ball Handler,Point of Attack,1.85,0.6,1.25,6.17,0.83,0.84,0,1.51,0.4,1.11,93.45,84.16,90.49,93.91,87.01,87.85,56.48,88.03,71.56,91.71
3223,2023-24,Collin Gillespie,24,DEN,225,Garbage Time,Secondary Ball Handler,Point of Attack,-2.08,-1.26,-0.83,0.05,-2.03,-1.27,-0.76,-1.23,-0.54,-0.69,8.85,22.09,16.54,15.54,7.13,20.77,16.11,16.3,27.4,18.35
3224,2025-26,Jake LaRavia,24,LAL,2061,Key Rotation,Stationary Shooter,Point of Attack,-0.9,-1.02,0.12,2,0.04,-0.72,0.76,0.25,0.27,-0.02,33.74,30.21,61.44,70.23,75.79,40.83,84.22,61.68,66.32,50.1
3225,2022-23,Jake LaRavia,21,MEM,414,Rotation,Movement Shooter,Low Activity,-3.74,-2.59,-1.14,-0.32,-2.82,-2.29,-0.54,-2.07,-1.84,-0.22,0.36,1.71,10.02,2.54,1.43,2.71,24.81,5.64,3.79,38.15
3226,2023-24,Jake LaRavia,22,MEM,806,Key Rotation,Movement Shooter,Helper,-1.22,-0.14,-1.07,0.63,-1.59,-0.75,-0.84,-0.21,0.73,-0.94,24.43,67.59,11.22,47.22,14.68,39.44,13.39,44.85,81.01,11.1
3227,2024-25,Jake LaRavia,23,MEM/SAC,1349,Key Rotation,Movement Shooter,Helper,-0.61,-0.94,0.33,1.56,-0.58,-0.94,0.36,0.09,-0.16,0.24,42.72,32.85,69.57,64.88,44.44,31.94,73.16,56.13,43.74,63.86
3228,2024-25,David Roddy,23,ATL/PHI/HOU,410,Rotation,Movement Shooter,Helper,-1.09,-1.76,0.68,0.35,-0.95,-1.64,0.69,-0.39,-0.98,0.59,28.2,10.14,79.59,39.23,31.28,11.54,82.41,38.49,15.96,79.13
3229,2022-23,David Roddy,21,MEM,1258,Rotation,Stationary Shooter,Helper,-2.45,-1.09,-1.36,0.01,-2.26,-1.78,-0.48,-1.07,0.22,-1.29,5.23,27.83,6.4,7.8,4.74,8.75,27.95,19.47,63.74,4.81
3230,2023-24,David Roddy,22,MEM/PHO,1177,Key Rotation,Stationary Shooter,Wing Stopper,-3.16,-2.33,-0.83,-0.5,-3.11,-2.42,-0.69,-1.83,-0.94,-0.89,1.36,3.32,16.54,1.57,0.64,1.9,18.74,7.92,16.59,12.42
3231,2024-25,Dominick Barlow,21,ATL,375,Rotation,Athletic Finisher,Mobile Big,-0.21,-0.92,0.72,0.53,-0.2,-0.91,0.7,-0.02,0.04,-0.06,54.66,33.41,80.55,44.63,56.34,33.19,82.57,51.54,54.11,47.85
3232,2025-26,Dominick Barlow,22,PHI,1689,Key Rotation,Athletic Finisher,Wing Stopper,-0.72,-1.44,0.72,1.83,-0.9,-1.63,0.73,0.56,0.06,0.5,39.44,16.96,80.55,68.65,33.25,11.8,83.33,70.48,55.09,75.8
3233,2022-23,Dominick Barlow,19,SAS,408,Rotation,Roll + Cut Big,Anchor Big,-1.94,-2.31,0.36,0.13,-1.67,-2.31,0.65,-1.77,-1.35,-0.42,10.7,3.57,70.67,26.32,13.13,2.61,81.38,8.58,8.77,28.61
3234,2023-24,Dominick Barlow,20,SAS,420,Rotation,Roll + Cut Big,Low Activity,-0.18,-0.67,0.48,0.6,-0.3,-0.92,0.62,1.47,0.26,1.21,55.31,43.35,74.73,46.53,53.59,32.87,80.62,87.39,65.64,92.91
3235,2024-25,Keion Brooks Jr.,24,NOP,332,Key Rotation,Movement Shooter,Wing Stopper,-1.26,-1.58,0.32,0.25,-1.21,-1.6,0.39,-0.48,-0.8,0.32,23.3,13.57,69.33,34.66,23.96,12.42,74.12,35.39,20.06,67.69
3236,2023-24,Javon Freeman-Liberty,24,TOR,403,Rotation,Primary Ball Handler,Point of Attack,-2.24,-1.69,-0.54,0.06,-2.3,-1.69,-0.61,-2.22,-1.81,-0.41,7.09,11.44,27.01,17.33,4.41,10.55,21.6,4.33,4.01,29.1
3237,2023-24,Mouhamed Gueye,21,ATL,73,Too Few Games,Low Minute,Helper,-0.47,-0.79,0.33,0.09,-0.34,-0.65,0.31,0.13,-0.33,0.46,46.98,38.35,69.57,22.24,52.34,43.89,71.48,57.55,35.73,73.97
3238,2024-25,Mouhamed Gueye,22,ATL,533,Rotation,Stationary Shooter,Helper,1.46,-0.59,2.04,1.31,1.31,-0.62,1.93,2.42,0.46,1.96,91.32,47.07,97.31,61.14,90.87,45.07,97.53,95.09,73.71,98.49
3239,2025-26,Mouhamed Gueye,23,ATL,1179,Rotation,Stationary Shooter,Helper,0.71,-1.56,2.27,2.34,-0.13,-1.73,1.6,1.9,-0.27,2.17,84.11,14.07,98.31,73.9,58.13,9.65,95.73,92.1,38.25,99.04
3240,2023-24,Quenton Jackson,25,IND,11,Too Few Games,Low Minute,Point of Attack,-0.87,-0.21,-0.67,0.01,-0.8,-0.14,-0.66,-0.28,0.25,-0.53,34.58,64.45,21.68,7.8,36.63,68.72,19.82,42.25,65.23,23.93
3241,2024-25,Quenton Jackson,26,IND,381,Rotation,Athletic Finisher,Point of Attack,-0.6,-0.47,-0.13,0.44,-0.71,-0.53,-0.17,0.34,0.5,-0.16,42.98,52.47,47.85,41.96,39.7,49.19,45.68,64.2,74.93,41.86
3242,2025-26,Quenton Jackson,27,IND,897,Rotation,Primary Ball Handler,Point of Attack,-0.67,-0.1,-0.57,1,-1.1,-0.54,-0.56,-1.01,-0.3,-0.71,40.85,69.48,25.88,55.53,26.91,48.49,23.93,20.87,37.15,17.74
3243,2022-23,Quenton Jackson,24,WAS,135,Garbage Time,Slasher,Point of Attack,-0.79,-0.53,-0.27,0.14,-0.81,-0.5,-0.32,-0.18,-0.07,-0.11,36.83,50.07,40.25,27.35,36.34,50.54,36.37,46.01,47.92,44.72
3244,2022-23,Vince Williams Jr.,22,MEM,105,Garbage Time,Movement Shooter,Helper,-1.06,-0.59,-0.48,0.09,-1.2,-0.74,-0.46,-0.24,0.16,-0.41,29.07,47.07,29.52,22.24,24.18,39.93,28.88,43.57,60.44,29.1
3245,2023-24,Vince Williams Jr.,23,MEM,1436,Key Rotation,Stationary Shooter,Wing Stopper,-0.7,-1.23,0.53,1.58,-1.3,-1.93,0.64,0.63,0.16,0.47,39.9,22.95,76,65.23,21.26,6.69,81.08,71.99,60.44,74.56
3246,2024-25,Vince Williams Jr.,24,MEM,499,Rotation,Movement Shooter,Wing Stopper,-1.12,-0.76,-0.36,0.42,-1.19,-0.81,-0.38,-0.34,0.02,-0.36,27.43,39.69,35.56,41.28,24.45,36.93,32.8,40.34,52.89,31.26
3247,2025-26,Vince Williams Jr.,25,MEM/UTA,819,Key Rotation,Primary Ball Handler,Wing Stopper,-0.96,-0.46,-0.49,0.77,-0.46,-0.34,-0.13,-1.37,-0.67,-0.71,31.92,52.91,29.11,50.52,48.5,58.95,48.32,13.9,23.26,17.74
3248,2024-25,Luke Travers,23,CLE,88,Garbage Time,Low Minute,Chaser,-0.83,-0.62,-0.21,0.09,-0.79,-0.6,-0.19,-0.17,-0.36,0.19,35.81,45.58,43.62,22.24,36.98,45.95,44.36,46.24,34.65,61.37
3249,2025-26,Luke Travers,24,CLE,103,Garbage Time,Movement Shooter,Helper,0.3,0.01,0.3,0.18,0.29,0.02,0.28,0.81,0.61,0.2,78.39,73.19,68.58,30.45,79.93,74.59,70.36,76.51,77.89,62.02
3250,2024-25,Baylor Scheierman,24,BOS,384,Garbage Time,Movement Shooter,Low Activity,-0.51,-0.3,-0.21,0.47,-0.52,-0.24,-0.28,0.94,0.49,0.45,45.73,60.61,43.62,43.01,46.64,64.05,38.63,79.05,74.63,73.48
3251,2025-26,Baylor Scheierman,25,BOS,1429,Rotation,Movement Shooter,Chaser,0.42,-0.33,0.75,2.58,0.02,-0.73,0.75,1.27,0.28,0.99,80.33,59.04,81.19,76.08,75.63,40.42,83.97,84.66,66.76,89.74
3252,2024-25,Pete Nance,24,PHI/MIL,138,Too Few Games,Stretch Big,Helper,-0.31,-0.34,0.03,0.19,-0.3,-0.34,0.04,0.1,0.16,-0.06,51.84,58.6,56.79,31.19,53.59,58.95,58.65,56.55,60.44,47.85
3253,2025-26,Pete Nance,25,MIL,737,Rotation,Movement Shooter,Helper,-1.36,-1.6,0.24,0.5,-1.49,-1.72,0.23,-0.85,-1,0.15,21.19,13.22,66.13,43.87,16.56,9.87,68.11,24.51,15.27,59.28
3254,2023-24,Pete Nance,23,CLE,27,Too Few Games,Low Minute,Helper,-0.75,-0.6,-0.16,0.03,-0.58,-0.38,-0.2,-0.16,-0.14,-0.02,38.25,46.5,46.46,11.87,44.44,56.8,43.64,46.73,44.53,50.1
3255,2022-23,Kenneth Lofton Jr.,20,MEM,176,Garbage Time,Post Scorer,Mobile Big,-0.79,0.28,-1.07,0.18,-0.63,0.02,-0.65,-1.02,0.61,-1.64,36.83,79.25,11.22,30.45,42.49,74.59,20.26,20.7,77.89,1.86
3256,2023-24,Kenneth Lofton Jr.,21,MEM/PHI/UTA,198,Garbage Time,Shot Creator,Mobile Big,-0.24,-0.23,-0.01,0.28,-0.08,-0.14,0.06,-2.25,-1.51,-0.75,53.77,63.52,54.4,36.09,59.28,68.72,59.73,4.05,6.92,16.28
3257,2024-25,Karlo Matkovic,23,NOP,791,Rotation,Stretch Big,Mobile Big,-1.27,-2.07,0.81,0.59,-1.26,-2.07,0.81,-1.55,-1.58,0.03,22.96,5.96,82.68,46.23,22.4,4.98,85.07,11.24,6.13,52.96
3258,2025-26,Karlo Matkovic,24,NOP,912,Rotation,Stretch Big,Helper,-0.05,-0.98,0.92,1.38,-0.13,-1.31,1.18,0.28,-0.54,0.83,57.89,31.33,84.95,62.19,58.13,19.79,91.2,62.47,27.4,86.36
3259,2023-24,Jermaine Samuels Jr.,25,HOU,60,Garbage Time,Low Minute,Helper,-1.04,-0.7,-0.33,0.05,-0.95,-0.65,-0.3,-0.44,-0.24,-0.2,29.52,42.03,37.17,15.54,31.28,43.89,37.58,36.66,39.71,39.37
3260,2022-23,AJ Green,23,MIL,345,Garbage Time,Movement Shooter,Low Activity,-1.94,-0.58,-1.36,0.11,-0.97,-0.02,-0.95,-0.27,0.17,-0.44,10.7,47.65,6.4,24.66,30.79,73.41,10.7,42.54,61.17,27.69
3261,2023-24,AJ Green,24,MIL,614,Rotation,Movement Shooter,Chaser,-1.1,-0.44,-0.66,0.52,-1.43,-0.28,-1.15,0.28,0.43,-0.15,27.95,53.98,22.09,44.36,18,61.97,6.96,62.47,72.63,42.38
3262,2024-25,AJ Green,25,MIL,1659,Key Rotation,Movement Shooter,Chaser,-1.28,-1.1,-0.18,1.22,-1.56,-1.31,-0.25,-0.09,-0.31,0.23,22.78,27.52,45.24,59.61,15.26,19.79,40.3,49.14,36.88,63.44
3263,2025-26,AJ Green,26,MIL,2270,Starter,Movement Shooter,Chaser,-1.76,-0.78,-0.98,0.99,-2.68,-1.45,-1.23,-0.91,-0.17,-0.74,13.56,38.78,13.1,55.31,2.1,15.89,5.74,23.09,43.23,16.71
3264,2023-24,Jules Bernard,24,WAS,149,Garbage Time,Secondary Ball Handler,Chaser,-0.82,-0.35,-0.47,0.15,-0.97,-0.44,-0.53,0.41,0.37,0.05,36.12,58.11,29.96,28.25,30.79,53.25,25.46,66.32,70.48,54.11
3265,2022-23,Jamal Cain,23,MIA,240,Garbage Time,Stretch Big,Point of Attack,-0.85,-1.19,0.34,0.24,-0.77,-1.13,0.36,0.21,-0.28,0.49,35.26,24.24,69.97,34.21,37.82,25.37,73.16,60.29,37.88,75.39
3266,2023-24,Jamal Cain,24,MIA,259,Garbage Time,Stationary Shooter,Point of Attack,-1.17,-1.14,-0.03,0.21,-1.38,-1.23,-0.15,0.35,0.24,0.1,26.16,26.18,53.03,32.48,19.36,22.16,47.07,64.61,64.81,56.92
3267,2024-25,Jamal Cain,25,NOP,502,Rotation,Movement Shooter,Wing Stopper,-1.66,-1.48,-0.18,0.25,-1.58,-1.48,-0.11,-0.88,-0.7,-0.18,15.3,15.93,45.24,34.66,14.84,15.12,49.54,23.8,22.34,40.5
3268,2025-26,Jamal Cain,26,ORL,486,Rotation,Movement Shooter,Point of Attack,-0.47,-0.39,-0.08,0.61,-1.22,-0.66,-0.56,0,0.22,-0.22,46.98,56.19,50.41,46.73,23.69,43.35,23.93,52.49,63.74,38.15
3269,2023-24,Jack White,26,MEM,64,Too Few Games,Low Minute,Helper,-1.03,-0.95,-0.07,0.06,-1,-1.01,0.01,-0.43,-0.49,0.06,29.85,32.36,50.98,17.33,29.98,29.62,56.92,36.98,29.11,54.74
3270,2022-23,Jack White,25,DEN,66,Garbage Time,Low Minute,Helper,-0.96,-0.57,-0.39,0.06,-1.01,-0.6,-0.4,-0.54,-0.22,-0.32,31.92,48.19,34.07,17.33,29.66,45.95,31.75,33.38,40.84,33.31
3271,2024-25,Jaylen Sims,26,CHO,112,Too Few Games,Stationary Shooter,Helper,-0.49,-0.72,0.24,0.14,-0.47,-0.72,0.25,0.47,0.32,0.15,46.42,41.23,66.13,27.35,48.26,40.83,69.13,67.96,68.55,59.28
3272,2022-23,Justin Minaya,23,POR,89,Too Few Games,Low Minute,Point of Attack,-0.87,-0.71,-0.16,0.09,-0.68,-0.76,0.08,-0.36,-0.36,0,34.58,41.71,46.46,22.24,40.68,38.88,61.07,39.57,34.65,51.46
3273,2023-24,Justin Minaya,24,POR,381,Rotation,Movement Shooter,Chaser,-2.04,-2.18,0.14,0.1,-2.51,-2.41,-0.1,-0.65,-1.31,0.65,9.3,4.74,62.37,23.68,2.98,1.96,50.2,29.69,9.33,81.3
3274,2024-25,Justin Minaya,25,POR,101,Garbage Time,Movement Shooter,Chaser,-0.5,-0.7,0.2,0.12,-0.51,-0.65,0.14,0.69,0.09,0.6,46.07,42.03,64.79,25.49,46.88,43.89,64.03,73.68,56.5,79.52
3275,2024-25,Cole Swider,25,DET/TOR,170,Too Few Games,Movement Shooter,Helper,-0.83,-0.66,-0.16,0.17,-0.88,-0.72,-0.16,-0.13,0.12,-0.25,35.81,43.79,46.46,29.87,34,40.83,46.46,47.48,58.07,36.59
3276,2022-23,Cole Swider,23,LAL,41,Too Few Games,Low Minute,Helper,-0.45,-0.32,-0.12,0.05,-0.53,-0.37,-0.16,-0.03,0.03,-0.06,47.58,59.5,48.49,15.54,46.2,57.31,46.46,51.17,53.62,47.85
3277,2023-24,Cole Swider,24,MIA,87,Garbage Time,Low Minute,Helper,-0.86,-0.6,-0.26,0.09,-0.87,-0.54,-0.33,-0.26,-0.14,-0.12,34.95,46.5,40.76,22.24,34.37,48.49,35.78,42.84,44.53,44.13
3278,2022-23,Trevor Hudgins,23,HOU,28,Too Few Games,Low Minute,Chaser,0.59,0.05,0.54,0.05,0.35,0,0.35,1.53,0.4,1.13,82.82,74.29,76.22,15.54,81.01,73.93,72.87,88.29,71.56,92.01
3279,2022-23,Lester Quinones,22,GSW,18,Too Few Games,Low Minute,Helper,-0.3,-0.12,-0.18,0.02,-0.24,-0.09,-0.15,0.12,0.23,-0.11,52.21,68.52,45.24,10.21,55.26,70.8,47.07,57.06,64.37,44.72
3280,2023-24,Lester Quinones,23,GSW,394,Garbage Time,Movement Shooter,Chaser,-0.94,-0.29,-0.65,0.37,-1.07,-0.26,-0.8,0.44,0.58,-0.14,32.61,60.93,22.49,39.83,27.94,63.07,14.66,67.26,77.15,42.96
3281,2024-25,Lester Quinones,24,PHI/NOP,183,Garbage Time,Secondary Ball Handler,Low Activity,-0.7,-0.43,-0.27,0.2,-0.69,-0.45,-0.24,0.55,0.16,0.39,39.9,54.55,40.25,31.96,40.36,52.74,40.98,70.18,60.44,70.9
3282,2022-23,Chima Moneke,27,SAC,8,Too Few Games,Low Minute,Point of Attack,-0.3,-0.21,-0.1,0.01,-0.34,-0.21,-0.13,0.2,0.15,0.06,52.21,64.45,49.42,7.8,52.34,65.67,48.32,59.95,59.95,54.74
3283,2024-25,Sidy Cissoko,20,SAS/POR,114,Garbage Time,Stationary Shooter,Helper,-0.2,-0.37,0.17,0.16,-0.16,-0.3,0.13,0.76,0.68,0.08,54.9,57.08,63.56,29.25,57.51,60.83,63.61,75.36,79.81,55.89
3284,2025-26,Sidy Cissoko,21,POR,1435,Rotation,Stationary Shooter,Helper,-1.17,-2.34,1.17,1.16,-1.63,-2.15,0.52,0.03,-1.05,1.08,26.16,3.22,89.22,58.65,13.98,4.05,78.23,53.57,14.29,91.3
3285,2023-24,Sidy Cissoko,19,SAS,141,Garbage Time,Movement Shooter,Helper,-0.88,-1.08,0.2,0.14,-0.78,-0.97,0.19,0.13,-0.2,0.33,34.29,28.2,64.79,27.35,37.41,30.89,66.3,57.55,41.71,68.21
3286,2025-26,Simone Fontecchio,30,MIA,1172,Rotation,Off Screen Shooter,Helper,0.34,0.73,-0.39,2.06,0.41,0.59,-0.17,0.02,0.5,-0.48,79.09,85.93,34.07,70.92,82.01,84.87,45.68,53.23,74.93,26
3287,2022-23,Simone Fontecchio,27,UTA,766,Rotation,Off Screen Shooter,Helper,-3.12,-1.34,-1.78,-0.31,-2.4,-0.71,-1.69,-2.68,-0.97,-1.71,1.5,19.8,2.62,2.62,3.79,41.35,1.79,2.05,16.11,1.52
3288,2023-24,Simone Fontecchio,28,UTA/DET,1644,Key Rotation,Off Screen Shooter,Wing Stopper,-0.58,-0.4,-0.18,1.94,-1.43,-0.72,-0.71,-0.56,-0.32,-0.24,43.67,55.81,45.24,69.69,18,40.83,17.99,32.68,36.17,37.22
3289,2024-25,Simone Fontecchio,29,DET,1237,Rotation,Movement Shooter,Low Activity,-1.35,-1.23,-0.12,0.85,-1.4,-1.15,-0.25,0.1,-0.44,0.54,21.4,22.95,48.49,52.51,18.89,24.9,40.3,56.55,31.16,77.13
3290,2023-24,Mouhamadou Gueye,25,TOR,120,Garbage Time,Athletic Finisher,Mobile Big,-1.5,-1.74,0.24,0.07,-1.09,-1.56,0.47,-0.71,-0.22,-0.49,18.57,10.55,66.13,18.92,27.27,13.51,76.76,28.05,40.84,25.8
