RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shot Making,Midrange Shot Making,3PT Pull Up Talent,Midrange Pull Up Talent,Pull-Up Shooting Talent,Off-Ball Shot Making,Floater Talent,Putback Scoring Impact Per 75 Possessions,Passing Creation Quality,High Value Assists Per 75 Possessions,3PT Shot Making_percentile,Midrange Shot Making_percentile,3PT Pull Up Talent_percentile,Midrange Pull Up Talent_percentile,Pull-Up Shooting Talent_percentile,Off-Ball Shot Making_percentile,Floater Talent_percentile,Putback Scoring Impact Per 75 Possessions_percentile,Passing Creation Quality_percentile,High Value Assists Per 75 Possessions_percentile,Lob Passing Creation Rate,Perimeter Isolation Defense,Pickpocket Rating,Stable Recovered Blocks%,Passing Lane Defense,Off-Ball Chaser Defense,Ball Screen Navigation,Post Defense,Lob Passing Creation Rate_percentile,Perimeter Isolation Defense_percentile,Pickpocket Rating_percentile,Stable Recovered Blocks%_percentile,Passing Lane Defense_percentile,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Post Defense_percentile
1494,2021-22,Aaron Holiday,25,WAS/PHO,1021,Rotation,Primary Ball Handler,Point of Attack,0.04,0.1,0.1,0.33,0.35,-0.04,1.3,0,-0.23,5.19,68.44,75.88,82.35,84.56,85.46,49.42,94.45,21.65,41.25,88.95,0.59,0.08,0.47,56.89,4.06,-0.55,0.12,-0.87,96.24,70.4,69.63,25.13,87.95,40.47,62.85,18.89
1495,2018-19,Kevin Huerter,20,ATL,2048,Starter,Secondary Ball Handler,Chaser,0.53,-0.59,0.63,-0.62,-0.18,0.05,-0.53,0.02,0.18,3.38,88.56,7.71,91.66,36.21,69.63,68.49,46.97,82.18,77.31,73.19,0.16,-0.69,0.29,57.95,2.83,0.86,-0.8,-0.99,66.74,33.73,45.34,54.23,66.35,85.36,25.08,13.32
1496,2019-20,Kevin Huerter,21,ATL,1760,Starter,Secondary Ball Handler,Chaser,0.49,-0.46,-0.21,-0.24,-0.42,0.19,0.46,0.07,0.12,3.91,87.92,12.99,71.67,66.45,53.91,77.26,87,87.07,74.84,78.94,0.22,-0.67,0.24,57.74,3.08,1.42,0.36,-0.63,78.47,35.06,37.9,48.11,72.08,94.76,70.7,31.86
1497,2020-21,Kevin Huerter,22,ATL,2126,Starter,Movement Shooter,Chaser,-0.08,0.66,-0.21,0.78,0.45,0.01,0.8,-0.05,-0.4,3.73,42.24,90.16,71.67,90.74,87.07,62.33,90.62,16.79,29.85,77.06,0.33,-0.05,0.29,59.15,3.9,1.36,0.77,-0.92,87.64,66.2,45.34,91.09,86.12,93.75,80.91,16.54
1498,2021-22,Kevin Huerter,23,ATL,2188,Starter,Movement Shooter,Chaser,0.62,0.76,-0.4,0.54,0.23,1.16,0.77,0,-0.92,2.66,90.22,91.23,59.58,87.98,82.94,96.42,90.39,21.65,11.16,62.4,0.25,0.87,0.23,57.02,2.86,0.11,0.38,-0.62,81.74,88.39,36.54,27.51,67.07,62.74,71.3,32.52
1499,2022-23,Kevin Huerter,24,SAC,2203,Starter,Movement Shooter,Chaser,1.24,0.59,1.11,0.05,0.49,1.35,0.55,0.22,0.17,3.21,96.45,89.09,95.04,77.95,87.66,97.44,88.02,94.69,77.09,71.22,0.04,-0.49,0.35,58.75,3.64,0.19,0.25,-0.27,15.06,45.34,54.3,84.25,82.3,65.48,67.01,55.55
1500,2023-24,Kevin Huerter,25,SAC,1562,Key Rotation,Movement Shooter,Helper,0.03,-0.52,0.29,-0.8,-0.48,-0.03,-1.03,0.12,0.67,3.13,67.08,10.32,86.76,17.45,49.29,51.34,14.08,90.35,89.73,70.17,0.08,-0.51,0.35,57.94,3.29,1.4,0.07,-0.3,35.93,43.89,54.3,53.93,76.72,94.47,61.09,53.84
1501,2024-25,Kevin Huerter,26,SAC/CHI,1679,Rotation,Movement Shooter,Chaser,-0.45,-0.14,0.22,-0.51,-0.29,-0.44,-0.45,0,0.97,3.18,12.19,42.38,85.22,47.82,63.41,12.23,53.83,21.65,93.58,70.79,0.16,-0.32,0.39,58.97,4.07,0.38,-0.03,-1.1,66.74,54.22,60.01,88.52,88.07,71.51,57.42,9.64
1502,2025-26,Kevin Huerter,27,CHI/DET,1549,Key Rotation,Movement Shooter,Chaser,-0.83,0.09,-0.49,-0.18,-0.34,-0.78,0.41,0,0.63,3.48,3.06,74.98,50.98,69.3,59.87,3.22,86.14,21.65,89.16,74.37,0.11,-0.25,0.46,57.84,0.99,0.92,-0.38,0.15,48.31,57.81,68.55,51.05,29.78,86.75,45.19,74.49
1503,2021-22,Chandler Hutchison,25,PHO,22,Too Few Games,Low Minute,Chaser,,0.01,-1.02,-1.53,-1.5,0,-0.67,0,-0.19,2.88,,67.42,3.54,2.56,1.9,59.83,33.28,21.65,44.63,66.16,0.18,-0.68,0,57.38,1.47,-0.39,-0.06,,72.17,34.32,0,36.57,35.86,45.84,56.42,
1504,2020-21,Chandler Hutchison,24,CHI/WAS,346,Garbage Time,Athletic Finisher,Chaser,-0.02,-0.27,-0.61,-0.41,-0.41,-0.23,-0.37,0,0.1,1.73,54.13,26.66,35.71,55.94,54.6,25.59,59.58,21.65,73.65,40.68,0.06,-0.38,0.2,58.15,3.29,-0.94,0.39,-1.32,26.2,51.5,32.45,61.14,76.72,27.46,71.54,4.59
1505,2018-19,Chandler Hutchison,22,CHI,895,Rotation,Athletic Finisher,Helper,-0.21,-0.06,-0.61,-0.36,-0.41,-0.24,-0.07,-0.13,0.11,1.15,26.79,54.8,35.71,59.41,54.6,24.65,73.9,9.82,74.15,25.18,0.03,-0.46,0.41,57.95,2.44,0.28,0.81,-0.86,8.63,47.12,62.72,54.23,56.99,68.44,81.87,19.16
1506,2019-20,Chandler Hutchison,23,CHI,527,Rotation,Athletic Finisher,Helper,-0.2,-0.86,-0.57,-0.82,-0.79,-0.33,-0.53,-0.14,0.08,1.87,27.78,2.68,40.81,15.89,16.15,18.28,46.97,9.26,72.79,44.67,0.1,-0.51,0.4,57.55,4.22,-0.58,-0.03,-0.63,44.41,43.89,61.33,42.7,89.75,39.47,57.42,31.86
1507,2018-19,Jaren Jackson Jr.,19,MEM,1515,Key Rotation,Post Scorer,Helper,0.26,0.17,-0.29,-0.07,-0.11,0.64,-0.05,0.19,0.04,1.32,81.83,79.39,67.48,73.92,72.8,90.45,74.7,93.62,70.12,29.1,0.02,-0.35,0.56,54.06,2.73,-0.56,-0.6,-0.48,3.35,52.95,78.5,14.16,64.01,40.07,36.82,41.78
1508,2019-20,Jaren Jackson Jr.,20,MEM,1622,Starter,Shot Creator,Anchor Big,1.38,0.56,-0.01,0.56,0.49,1.57,-0.45,0.16,-0.04,1.3,97.19,88.74,79.23,88.2,87.66,98.23,53.83,92.45,63.27,28.63,0.06,-0.57,0.48,61.33,2.68,-1.11,-1.05,0.13,26.2,40.42,70.93,99.67,62.78,21.46,9.04,73.65
1509,2020-21,Jaren Jackson Jr.,21,MEM,258,Key Rotation,Stationary Shooter,Anchor Big,-0.25,-0.05,-0.63,-0.26,-0.42,-0.09,-0.68,0.76,0.23,1.41,23.5,56.77,33.31,65.35,53.91,41.27,32.06,99.74,79.23,31.6,0.07,-0.38,0.7,58.74,4.49,-1.38,-0.95,0,31.08,51.5,87.38,83.95,91.83,13.14,14.82,69.31
1510,2021-22,Jaren Jackson Jr.,22,MEM,2126,Star,Movement Shooter,Mobile Big,-0.28,0.19,-0.64,0.32,0.08,-0.25,1.01,-0.03,0.02,1.31,21.09,80.3,32.09,84.41,79.18,23.81,92.62,18.71,68.51,28.85,0.09,0.62,0.51,53.53,3.06,-0.47,-0.83,-0.16,40.28,83.89,74.24,14.1,71.64,43.1,23.2,61.99
1511,2022-23,Jaren Jackson Jr.,23,MEM,1787,Star,Versatile Big,Mobile Big,0.33,1.13,-0.34,1.11,0.83,0.77,-0.09,0.3,-0.14,1.02,84.13,94.55,64.01,93.81,91.76,92.54,73,96.34,50.41,22.94,0.07,-0.76,0.44,58.76,3.34,-1.16,-0.78,-0.82,31.08,29.84,66.22,84.38,77.7,19.66,26.58,21.32
1512,2023-24,Jaren Jackson Jr.,24,MEM,2124,Star,Shot Creator,Mobile Big,-0.64,2.39,-0.83,2.82,1.86,-0.73,2.26,0,-1.24,2.46,6.27,98.48,21.87,98.88,96.95,3.93,97.94,21.65,6.04,59.07,0.01,0.92,0.48,58.21,4.01,-1.46,-0.75,0.93,1.83,88.99,70.93,63.33,87.33,10.77,28.56,90.87
1513,2024-25,Jaren Jackson Jr.,25,MEM,2207,Star,Shot Creator,Mobile Big,0.72,3.37,-0.45,3.67,2.7,1.12,5.65,0.19,-0.28,1.95,91.53,99.45,55.15,99.56,98.8,96.14,99.93,93.62,37.32,47.17,0.1,0.23,0.65,58.24,4.1,-1.08,-0.85,0.2,44.41,74.89,84.61,64.14,88.46,22.58,21.54,76.28
1514,2025-26,Jaren Jackson Jr.,26,MEM/UTA,1455,Starter,Shot Creator,Helper,0.11,2.94,-0.79,2.84,1.96,0.74,6.14,0,-0.74,2.04,75.03,99.19,22.55,98.9,97.22,92.01,99.95,21.65,15.89,49.66,0.07,0.28,0.78,57.9,0.51,-1.54,-1.26,0.43,31.08,76.11,90.56,52.83,20.36,8.73,2.85,82.45
1515,2018-19,Alize Johnson,22,IND,64,Garbage Time,Low Minute,Helper,0.02,-0.14,-0.96,-0.37,-0.38,-0.02,-0.22,0,-0.04,0.51,65.69,42.38,13.05,58.53,56.92,54.05,68.26,21.65,63.27,18.25,0.13,-0.46,0.53,57.41,1.6,-1.03,-0.72,-0.32,56.04,47.12,76.1,38.52,37.48,24.38,30.63,52.86
1516,2019-20,Alize Johnson,23,IND,118,Garbage Time,Athletic Finisher,Helper,0.01,-0.07,-0.95,-0.5,-0.53,0,-0.6,0,-0.13,1.48,63.84,53.19,14.88,48.92,44.16,59.83,40.08,21.65,51.64,33.15,0.11,-1.29,0.88,58.37,1.18,-1.07,-0.84,-0.34,48.31,9.04,93.3,70.47,32.58,22.88,22.47,51.54
1517,2021-22,Alize Johnson,25,CHI/WAS/NOP,167,Garbage Time,Athletic Finisher,Mobile Big,-0.02,-0.15,-1.02,-0.64,-0.6,-0.06,-0.54,0,-0.02,1.84,54.13,40.93,3.54,33.6,36.48,45.88,45.85,21.65,65.37,43.96,0.1,-0.64,0.46,57.38,2.28,-1.4,-0.93,-0.4,44.41,36.92,68.55,36.57,52.38,12.71,15.83,47.47
1518,2022-23,Alize Johnson,26,SAS,30,Too Few Games,Low Minute,Helper,-0.02,0.01,-1.01,-0.64,-0.57,-0.02,-1.19,0,-0.08,1.21,54.13,67.42,7.74,33.6,39.91,54.05,8.97,21.65,58.42,26.58,0.15,-0.32,1.21,58.35,2.42,-1.35,-0.28,-0.24,63.57,54.22,97.72,69.41,56.23,13.82,48.67,57.6
1519,2020-21,Alize Johnson,24,BRK,189,Garbage Time,Roll + Cut Big,Helper,-0.07,-0.02,-1,-0.25,-0.3,0.05,0.37,1.15,-0.08,2.33,43.94,62.22,9.33,65.74,62.8,68.49,85.61,99.96,58.42,56.56,0.09,-0.67,0.57,57.72,0.96,-0.02,0.16,0.22,40.28,35.06,79.36,47.69,29.14,58.36,64.35,76.92
1520,2018-19,George King,25,PHO,6,Too Few Games,Low Minute,Chaser,,,-0.96,-1.71,-1.63,,-1.22,0,-0.09,0,,,13.05,0.59,0.46,,5.53,21.65,56.92,0,0.18,-1.1,0,57.28,0,0.08,,,72.17,14.87,0,33.78,0,61.86,,
1521,2021-22,George King,28,DAL,19,Too Few Games,Low Minute,Helper,-0.04,,-1.02,-1.53,-1.5,-0.04,-1.18,0,-0.07,0,49.8,,3.54,2.56,1.9,49.42,10.12,21.65,59.68,0,0.18,-1.07,0,57.38,0,-0.94,0.11,,72.17,15.9,0,36.57,0,27.46,62.4,
1522,2021-22,Kevin Knox II,22,NYK/ATL,222,Garbage Time,Stationary Shooter,Low Activity,-0.14,-0.13,-0.47,-0.5,-0.51,-0.07,-0.28,0,-0.15,1.45,34.55,43.56,53.28,48.92,46.24,44.29,65.44,21.65,49.24,32.41,0.09,-1.51,0.32,57.32,1.13,-0.61,-0.98,-0.89,40.28,4.2,49.63,35.43,31.84,38.54,12.97,17.88
1523,2024-25,Kevin Knox II,25,GSW,84,Garbage Time,Low Minute,Chaser,-0.06,0.1,-0.56,-0.35,-0.35,-0.07,-0.63,0,0.01,2.13,45.72,75.88,42.37,59.92,59.11,44.29,36.95,21.65,67.87,51.93,0.14,-0.62,0.43,58.19,2.57,-1.41,-0.58,,59.9,37.86,65.13,62.63,60.03,12.42,37.75,
1524,2018-19,Kevin Knox II,19,NYK,2158,Starter,Movement Shooter,Low Activity,-0.24,-0.75,0.19,-0.34,-0.12,-0.65,1.44,-0.15,-0.96,1.2,24.27,3.98,84.51,60.48,72.46,5.52,95.38,8.71,10.35,26.31,0.09,-1.74,0.25,56.99,1.51,-0.41,-0.05,-1.07,40.28,1.78,39.36,26.88,36.4,45.05,56.8,10.56
1525,2019-20,Kevin Knox II,20,NYK,1166,Rotation,Movement Shooter,Low Activity,-0.33,-0.64,-0.07,-0.59,-0.39,-0.45,-0.45,0.08,-0.1,1.7,18.24,6.36,77.32,39.64,56.14,11.87,53.83,88.01,55.56,39.86,0.35,-1.34,0.22,57.51,1.49,-0.55,0.77,-0.78,88.96,7.9,35.37,41.79,36.17,40.47,80.91,23.54
1526,2020-21,Kevin Knox II,21,NYK,464,Rotation,Stationary Shooter,Low Activity,0.03,-0.29,-0.52,-0.7,-0.72,0.03,-0.68,0,-0.05,1.37,67.08,24.85,47.49,27.05,22.99,65.99,32.06,21.65,62.42,30.54,0.23,-1.6,0.32,58.33,1.68,-0.58,0.17,-0.95,79.52,3.13,49.63,67.97,38.87,39.47,64.64,15.04
1527,2022-23,Kevin Knox II,23,DET/POR,952,Rotation,Movement Shooter,Helper,-0.12,0.06,-0.71,-0.33,-0.57,0,-0.26,0,-0.63,0.97,36.92,72.68,25.58,60.99,39.91,59.83,66.4,21.65,19.86,22.11,0.09,-0.64,0.15,58.35,2.05,-0.45,-0.42,-0.41,40.28,36.92,27.78,69.41,46.67,43.63,43.72,46.89
1528,2023-24,Kevin Knox II,24,DET,560,Rotation,Stationary Shooter,Wing Stopper,-0.29,0.24,-0.6,-0.25,-0.41,-0.21,0.19,-0.48,0.36,1.28,20.64,81.74,37,65.74,54.6,27.41,81.86,1.4,83.04,28.03,0.04,-0.39,0.19,58.91,1.79,0.03,-1.1,-0.34,15.06,51.01,31.19,87.49,41,60.16,6.86,51.54
1529,2021-22,Caleb Martin,26,MIA,1372,Key Rotation,Movement Shooter,Point of Attack,0.44,-0.6,-0.16,-0.75,-0.56,0.2,-0.62,0.1,-0.9,1.62,86.78,7.38,73.9,21.85,41.01,77.87,38,89.27,11.73,37.45,0.1,1.54,0.41,56.91,4.2,0.58,2.11,0.55,44.41,95.14,62.72,25.44,89.57,77.97,97.21,84.88
1530,2022-23,Caleb Martin,27,MIA,2078,Starter,Stationary Shooter,Point of Attack,-0.13,-0.15,-0.05,-0.54,-0.39,-0.45,-0.82,-0.04,-0.6,2.04,35.69,40.93,78.06,45.02,56.14,11.87,21.41,17.76,21.01,49.66,0.06,1.76,0.38,59.48,3.41,-0.29,1.14,-0.14,26.2,96.53,58.74,94.16,78.7,49.22,87.84,63.01
1531,2023-24,Caleb Martin,28,MIA,1756,Key Rotation,Movement Shooter,Point of Attack,-0.32,-0.45,-0.37,-0.73,-0.66,-0.25,-0.29,-0.16,0.03,2.61,18.82,13.44,62,23.66,29.27,23.81,64.69,7.97,69.32,61.65,0.1,1.35,0.3,57.36,2.58,-0.69,1.45,-0.91,44.41,93.7,46.78,36.33,60.27,35.54,91.86,17.08
1532,2019-20,Caleb Martin,24,CHO,317,Rotation,Movement Shooter,Chaser,0.42,-0.17,-0.52,-0.59,-0.71,0.36,-0.66,0,0.25,2.66,86.47,38.56,47.49,39.64,24.17,84.15,34.09,21.65,79.87,62.4,0.15,-0.2,0.37,57.98,4.27,0.06,-0.44,-0.5,63.57,60.2,57.45,55.14,90.08,61.17,43.07,40.79
1533,2020-21,Caleb Martin,25,CHO,818,Rotation,Movement Shooter,Point of Attack,-0.69,-0.03,-0.5,-0.23,-0.4,-0.7,-0.31,-0.4,0.1,3.11,5.02,60.19,50,66.89,55.38,4.25,63.35,2.23,73.65,69.78,0.11,-1.01,0.27,58.54,4.14,0.12,0.64,-0.73,48.31,18.35,42.24,78.41,88.82,63.1,78.04,26.15
1534,2024-25,Caleb Martin,29,PHI/DAL,1218,Starter,Movement Shooter,Point of Attack,-0.12,-0.21,-0.83,-0.2,-0.52,-0.15,-0.63,-0.08,0.74,2.68,36.92,33.58,21.87,68.18,45.24,33.4,36.95,14.09,90.6,62.88,0.03,1.21,0.37,56.17,3.68,0.28,0.5,-0.13,8.63,92.59,57.45,17.82,82.81,68.44,74.72,63.6
1535,2025-26,Caleb Martin,30,DAL,856,Garbage Time,Stationary Shooter,Wing Stopper,-0.04,-0.41,-0.57,-0.69,-0.64,-0.11,-0.46,0,-0.39,3.03,49.8,15.84,40.81,28.35,31.57,38.18,52.79,21.65,30.26,68.42,0.11,2.04,0.49,58.84,1.14,1.64,-0.04,1.15,48.31,97.72,72.03,86.13,32.08,96.86,57.09,93.17
1536,2025-26,Cody Martin,30,IND,55,Too Few Games,Low Minute,Chaser,-0.14,-0.06,-0.74,-0.71,-0.74,-0.14,-1.29,0,-0.11,1.32,34.55,54.8,24.02,26.05,20.65,34.48,2.54,21.65,54.04,29.1,0.16,-0.26,1.23,58.69,1.23,0.81,0.69,0.13,66.74,57.37,97.92,82.42,33.16,84.25,79.15,73.65
1537,2024-25,Cody Martin,29,CHO/PHO,1173,Key Rotation,Movement Shooter,Point of Attack,-0.67,-0.43,-0.38,-0.6,-0.58,-0.61,-0.58,-0.06,-1.34,3.19,5.5,14.63,61.29,38.69,38.74,6.48,41.91,15.82,4.93,70.93,0.19,1.2,0.65,57.69,4.39,0.66,0.92,0.57,74.34,92.51,84.61,46.9,90.99,80.22,84.17,85.21
1538,2019-20,Cody Martin,24,CHO,903,Rotation,Movement Shooter,Point of Attack,-0.54,-0.45,-0.38,-0.63,-0.57,-0.55,-0.61,0.11,0.43,4.22,8.96,13.44,61.29,34.75,39.91,8.25,38.98,89.79,85.06,81.91,0.21,0.66,0.62,58.75,3.52,0.59,-0.62,-0.46,77.32,84.59,83.07,84.25,80.51,78.26,35.98,43.43
1539,2020-21,Cody Martin,25,CHO,849,Rotation,Stationary Shooter,Point of Attack,-0.28,-0.25,-0.5,-0.38,-0.35,-0.33,0.01,-0.08,-0.11,3.56,21.09,28.55,50,58.12,59.11,18.28,76.73,14.09,54.04,75.18,0.14,0.32,0.69,56.87,4.2,0.38,0.54,-0.55,59.9,77.25,86.96,24.79,89.57,71.51,75.85,37.3
1540,2021-22,Cody Martin,26,CHO,1866,Key Rotation,Movement Shooter,Chaser,0.12,-0.33,-0.13,-0.51,-0.35,-0.15,-0.52,-0.22,-0.08,3.47,75.61,21.23,74.9,47.82,59.11,33.4,48.02,5.5,58.42,74.26,0.07,0.58,0.37,58.4,4.57,-0.2,-1.23,-1.22,31.08,82.97,57.45,71.6,92.44,52.18,3.45,6.66
1541,2022-23,Cody Martin,27,CHO,134,Too Few Games,Secondary Ball Handler,Helper,-0.2,0.09,-0.49,-0.36,-0.46,-0.08,-0.78,0,-0.31,2.42,27.78,74.98,50.98,59.41,50.8,42.62,23.73,21.65,35.21,58.26,0.1,0.19,0.27,58.1,3.75,0.78,-0.57,-0.27,44.41,73.76,42.24,58.89,83.88,83.39,38.27,55.55
1542,2023-24,Cody Martin,28,CHO,753,Key Rotation,Primary Ball Handler,Point of Attack,-0.41,-0.99,0.08,-0.86,-0.51,-0.85,-0.42,0,-0.45,4.57,13.95,1.66,81.94,13.25,46.24,2.21,56.11,21.65,27.24,84.76,0.32,1.78,0.6,58.71,3.47,0.3,1.31,-0.71,86.92,96.57,81.62,83.24,79.78,69.08,90.32,27.21
1543,2018-19,Yante Maten,22,MIA,13,Too Few Games,Low Minute,Chaser,-0.01,0.03,-0.96,-0.7,-0.68,0,-0.59,0,,0,57.78,70.1,13.05,27.05,27.25,59.83,40.96,21.65,,0,0,-0.68,2.78,57.28,5.56,,,,0,34.32,99.68,33.78,96.91,,,
1544,2025-26,De'Anthony Melton,27,GSW,1125,Key Rotation,Primary Ball Handler,Point of Attack,-1,-0.25,-0.82,-0.12,-0.61,-0.56,0.86,0,-0.83,3.61,1.36,28.55,22.05,72.11,35.32,7.96,91.28,21.65,13.61,75.79,0.11,0.55,1.17,58.46,1.3,-0.57,2.13,-0.11,48.31,82.41,97.38,75.17,33.98,39.79,97.34,64.57
1545,2019-20,De'Anthony Melton,21,MEM,1167,Key Rotation,Secondary Ball Handler,Point of Attack,-0.56,-0.83,-0.39,-0.75,-0.89,-0.44,-0.59,0.08,-0.25,4.26,8.23,2.97,60.32,21.85,9.65,12.23,40.96,88.01,39.75,82.2,0.29,1.62,0.95,58.16,5.94,0.14,-0.21,-0.55,84.83,95.77,94.77,61.75,97.79,63.86,50.98,37.3
1546,2020-21,De'Anthony Melton,22,MEM,1045,Key Rotation,Secondary Ball Handler,Chaser,0.35,-0.44,0.22,-0.32,-0.15,0.15,-0.07,-0.02,-0.35,3.76,84.71,14.01,85.22,61.59,70.94,75.04,73.9,19.52,32.78,77.44,0.2,0.18,0.93,56.94,5.56,0.56,1.78,-0.84,76.08,73.44,94.3,25.94,96.91,77.38,95.15,20.2
1547,2021-22,De'Anthony Melton,23,MEM,1657,Key Rotation,Movement Shooter,Chaser,0.12,-0.64,-0.08,-0.57,-0.55,0.08,0.5,0.02,0.05,3.45,75.61,6.36,76.83,42.04,41.99,70.89,87.36,82.18,70.67,74.04,0.35,0.43,0.67,58.74,6,0.73,-0.12,-0.83,88.96,79.92,85.86,83.95,97.9,82,54.16,20.72
1548,2022-23,De'Anthony Melton,24,PHI,2150,Starter,Movement Shooter,Point of Attack,0.23,-0.6,-0.16,-0.85,-0.79,0.17,-0.43,0.04,-0.35,3.45,80.81,7.38,73.9,13.83,16.15,76.19,55.38,84.27,32.78,74.04,0.09,3.05,0.98,56.52,5.31,1.33,2.16,-0.21,40.28,99.86,95.27,20.46,96.17,93.45,97.57,59.33
1549,2023-24,De'Anthony Melton,25,PHI,1023,Key Rotation,Secondary Ball Handler,Point of Attack,-0.24,-0.41,0.39,-0.7,-0.36,-0.43,-0.91,0,-0.19,4.39,24.27,15.84,88.42,27.05,58.36,12.66,17.42,21.65,44.63,83.21,0.06,0.33,0.89,59.2,5.43,1.15,-0.55,-0.5,26.2,77.57,93.43,91.74,96.54,91.08,39.17,40.79
1550,2018-19,De'Anthony Melton,20,PHO,984,Rotation,Primary Ball Handler,Point of Attack,-0.49,-0.66,-0.86,-0.8,-1.07,-0.26,-0.08,-0.07,-0.9,4.6,10.61,5.83,21.28,17.45,4.21,23.04,73.44,14.77,11.73,85,0.62,0.95,0.69,55.61,6.58,0.53,0.29,-1.25,96.63,89.33,86.96,15.46,98.74,76.47,68.25,5.97
1551,2024-25,De'Anthony Melton,26,GSW,121,Too Few Games,Movement Shooter,Point of Attack,-0.06,0.09,-0.21,-0.25,-0.28,0.01,-0.2,0,-0.48,4.39,45.72,74.98,71.67,65.74,64.05,62.33,68.97,21.65,25.69,83.21,0.37,1.08,0.57,58.26,5.66,0.56,1.79,-0.42,90.05,91.1,79.36,64.58,97.19,77.38,95.22,46.27
1552,2020-21,Chimezie Metu,23,SAC,488,Rotation,Roll + Cut Big,Helper,-0.04,-0.19,-0.52,-0.33,-0.39,0.05,-0.38,-0.15,-0.27,1.68,49.8,36.17,47.49,60.99,56.14,68.49,58.9,8.71,38.01,39.1,0.05,-1.37,0.29,58.74,3.32,-1.08,-0.73,-0.25,20.75,6.93,45.34,83.95,77.32,22.58,29.89,56.83
1553,2021-22,Chimezie Metu,24,SAC,1279,Key Rotation,Stationary Shooter,Helper,-0.65,0.1,-0.78,-0.13,-0.34,-0.79,-0.11,0.09,0.26,1.65,5.97,75.88,22.75,71.78,59.87,3.05,72.38,88.71,80.26,38.25,0.05,-1.24,0.4,56.86,3.97,-1.65,-0.77,0.4,20.75,10.25,61.33,24.6,87.01,6.48,27.32,81.61
1554,2022-23,Chimezie Metu,25,SAC,689,Garbage Time,Roll + Cut Big,Mobile Big,-0.22,-0.18,-0.74,-0.65,-0.72,-0.23,-0.44,-0.44,-0.42,1.95,25.84,37.44,24.02,32.55,22.99,25.59,54.65,1.78,28.8,47.17,0.08,-1.47,0.41,58.25,3.1,-1.67,-0.9,0.03,35.93,4.76,62.72,64.3,72.54,6.01,18.01,70.2
1555,2018-19,Chimezie Metu,21,SAS,145,Garbage Time,Post Scorer,Helper,0,-0.31,-0.96,-0.2,-0.25,-0.1,-0.3,0,-0.06,2.39,61.14,22.91,13.05,68.18,65.74,39.74,64.08,21.65,60.94,57.85,0.1,-0.64,0.24,57.66,4.11,-1.64,-0.73,-0.48,44.41,36.92,37.9,46.15,88.55,6.75,29.89,41.78
1556,2019-20,Chimezie Metu,22,SAS,105,Garbage Time,Shot Creator,Anchor Big,-0.02,0.01,-0.95,-0.25,-0.32,0,-0.42,0,-0.38,2.33,54.13,67.42,14.88,65.74,61.43,59.83,56.11,21.65,30.87,56.56,0.12,-0.93,0.34,59.08,2.75,-1.56,-0.59,,52.13,21.8,52.94,90.33,64.47,8.2,37.32,
1557,2023-24,Chimezie Metu,26,PHO/DET,859,Rotation,Stationary Shooter,Helper,-0.38,0.2,-0.51,-0.04,-0.15,-0.3,0.38,0.16,-0.14,1.89,15.54,80.58,48.85,75.03,70.94,20.27,85.75,92.45,50.41,45.23,0.21,-1.78,0.34,57.96,4.71,-0.38,-0.44,-0.27,77.32,1.34,52.94,54.52,93.41,46.25,43.07,55.55
1558,2024-25,Shake Milton,28,BRK/LAL,836,Rotation,Secondary Ball Handler,Chaser,-0.05,0.05,-0.37,0.12,-0.03,0.03,0.12,-0.11,-0.41,3.85,47.71,71.73,62,79.74,75.66,65.99,79.99,11.09,29.3,78.32,0.37,-0.39,0.49,57.76,3.04,0.45,0.75,-0.72,90.05,51.01,72.03,48.81,71.12,74.04,80.42,26.74
1559,2023-24,Shake Milton,27,MIN/DET/NYK,581,Rotation,Movement Shooter,Low Activity,-0.27,-0.24,-0.36,-0.26,-0.31,-0.11,0.11,0,-0.28,3.31,21.98,29.76,62.76,65.35,62.15,38.18,79.74,21.65,37.32,72.47,0.47,-1.3,0.49,59.16,2.15,-0.58,-0.41,-0.88,93.92,8.7,72.03,91.21,49.08,39.47,44.08,18.27
1560,2018-19,Shake Milton,22,PHI,268,Garbage Time,Movement Shooter,Low Activity,-0.19,-0.11,-0.54,-0.6,-0.61,-0.21,-0.35,0,-0.03,1.73,29.04,46.39,44.94,38.69,35.32,27.41,60.85,21.65,64.32,40.68,0.24,-1.12,0.27,56.19,2.13,-0.62,0.01,-0.54,80.72,14.09,42.24,17.93,48.71,38.11,59.16,37.98
1561,2019-20,Shake Milton,23,PHI,805,Rotation,Primary Ball Handler,Chaser,0.46,-0.03,0.05,-0.01,0.13,0.43,-0.14,0,-0.67,4.13,87.18,60.19,81.13,76.03,80.43,85.83,71.21,21.65,18.08,81.03,0.49,-0.48,0.32,57.98,2.28,-0.56,0.62,-0.77,94.38,46,49.63,55.14,52.38,40.07,77.63,23.99
