RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Points Over Expectation / 75,Stable eFG%,Overall Shot Making Efficiency,Overall Shot Making,Self-Created Shot Making Efficiency,Overall Shot Creation,Role Adjusted Stable eFG%,Points Over Expectation / 75_percentile,Stable eFG%_percentile,Overall Shot Making Efficiency_percentile,Overall Shot Making_percentile,Self-Created Shot Making Efficiency_percentile,Overall Shot Creation_percentile,Role Adjusted Stable eFG%_percentile
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-2.02,48.32,-0.99,-0.28,-0.87,0.4,0.45,3.99,10.79,21.08,29.72,27.62,79.6,2.66
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,0,48.59,-0.98,-0.13,-0.69,-1.08,0.43,36.38,12.44,21.5,45.25,38.13,21.11,0.15
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,0,49.97,-0.87,-0.04,-0.96,-0.74,0.44,36.38,23.67,26.3,57.66,22.97,38.4,0.91
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-2.31,47.28,-1.71,-1.15,-1.12,-0.57,0.44,2.57,5.76,4.1,1.24,16.26,46.55,0.91
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,0.05,53.31,-0.39,-0.11,-0.19,-0.21,0.52,75.31,60.95,53.66,47.64,67.95,61.14,45.51
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,-0.77,48.92,-1.18,-0.65,-0.85,0.57,0.49,19.68,14.88,14.72,8.23,28.6,83.07,21.64
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.33,50.57,-1.2,-0.44,-2.46,0.19,0.5,28.79,29.69,13.85,17.86,0.33,74.4,28.87
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-1.31,49.15,-1.7,-0.59,-2.12,-0.44,0.51,10.6,16.78,4.19,10.29,1.22,52.23,36.69
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,0,52.91,-0.4,-0.18,-0.79,0.51,0.51,36.38,56.08,53.16,39.83,32.08,81.76,36.69
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,0,49.45,-0.21,-0.03,-0.31,1.47,0.45,36.38,18.89,62.96,59.2,61.6,95.85,2.66
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,0.32,49.33,-0.98,-0.33,-0.42,0.71,0.47,80.71,18.18,21.5,25.2,55.05,85.52,9.63
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.11,52.7,-0.18,-0.06,0.14,0.36,0.52,76.66,53.55,64.51,54.53,79.88,78.58,45.51
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,0.07,54.68,-0.16,-0.05,0.15,0.09,0.53,75.86,74.85,65.26,56.06,80.12,71.23,54.54
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,-0.34,52.28,-0.4,-0.15,-0.19,0.27,0.51,28.43,48.49,53.16,42.8,67.95,76.61,36.69
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,0,51.11,-0.6,-0.1,-0.33,-0.17,0.46,36.38,35.1,40.56,49.29,60.42,62.84,5.44
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,0,48.8,-0.71,-0.18,-0.02,-1.18,0.5,36.38,14.1,34.86,39.83,74.78,16.52,28.87
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,0,52.6,-0.07,0.11,-0.14,-0.83,0.45,36.38,52.34,69.22,74.14,70.12,33.75,2.66
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,0,50.74,-0.72,-0.01,,-1.21,0.44,36.38,31.32,34.13,63.22,,14.99,0.91
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,0,50,,,,,0.44,36.38,23.9,,,,,0.91
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,-0.54,53.28,-0.96,-0.45,-0.59,-1.06,0.54,24.09,60.67,22.39,17.13,44.42,22.18,63.82
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,-1.32,51.63,-1.72,-0.56,-0.27,-0.54,0.54,10.44,40.65,4,11.55,63.58,47.79,63.82
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,0,53,,,,,0.48,36.38,57.12,,,,,14.92
155,2018-19,Sam Dekker,24,CLE/WAS,789,Rotation,Athletic Finisher,Low Activity,-1.32,51.19,-1.2,-0.52,-2.03,-0.5,0.51,10.44,35.94,13.85,13.18,1.62,49.66,36.69
156,2015-16,D'Angelo Russell,19,LAL,2259,Starter,Primary Ball Handler,Point of Attack,-0.45,48.17,0.15,0.29,0.44,0.96,0.48,26.1,9.75,76.25,80.69,86.47,90.03,14.92
157,2016-17,D'Angelo Russell,20,LAL,1811,Starter,Shot Creator,Point of Attack,-0.35,48.77,-0.14,0.15,-0.33,1.09,0.49,28.24,13.83,66.18,75.55,60.42,91.85,21.64
158,2022-23,D'Angelo Russell,26,MIN/LAL,2304,Starter,Primary Ball Handler,Chaser,0.71,56.8,1.18,1.27,1.2,0.51,0.55,87.64,89.31,94.86,94.73,96.4,81.76,72.35
159,2023-24,D'Angelo Russell,27,LAL,2484,Starter,Primary Ball Handler,Chaser,0.69,55.86,1.09,1.29,0.42,0.51,0.55,87.38,84.38,93.96,94.86,85.94,81.76,72.35
160,2019-20,D'Angelo Russell,23,GSW/MIN,1452,Starter,Shot Creator,Chaser,1.08,52.1,1.4,1.97,1.22,1.41,0.52,92.19,46.45,96.43,97.57,96.42,95.36,45.51
161,2020-21,D'Angelo Russell,24,MIN,1196,Starter,Primary Ball Handler,Chaser,-0.22,52.69,0.58,0.82,0.91,1.03,0.53,31.35,53.42,86.73,91.14,93.87,90.97,54.54
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,0.65,50.62,-0.01,0.16,0.03,0.81,0.51,86.8,30.05,71.4,76.06,76.36,87.46,36.69
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,-0.34,48.94,-0.28,-0.09,0.23,1.46,0.49,28.43,15.05,59.61,50.51,82.12,95.75,21.64
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,0.4,51.25,0.83,1.28,1.16,1.93,0.51,82.4,36.63,90.97,94.78,96.07,98.81,36.69
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,0.01,49.31,-0.77,-0.45,0.44,0.73,0.51,74.5,18.02,31.61,17.13,86.47,86.03,36.69
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,0,50.98,-0.42,-0.13,-0.53,0.99,0.51,36.38,33.8,52.09,45.25,47.97,90.44,36.69
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,1.56,54.72,1.92,2.19,1.24,-0.24,0.55,95.92,75.3,98.76,98.52,96.61,60.12,72.35
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,2.35,56.84,1.95,2.8,1.8,0.22,0.57,98.64,89.41,98.79,99.34,98.86,75.21,84.8
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,2.32,58.56,1.96,2.26,1.6,-0.44,0.58,98.52,95.13,98.83,98.66,98.29,52.23,88.94
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,1.72,56.56,1.73,2.29,1.56,0.23,0.56,96.72,88.16,98.08,98.72,98.17,75.54,79.24
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,2.81,58.32,1.47,2,1.02,-0.04,0.57,99.25,94.55,96.78,97.67,94.85,67.52,84.8
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,0.7,55.26,0.54,0.9,-0.58,0.16,0.55,87.55,80.09,85.91,91.87,45,73.48,72.35
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,1.65,58.23,1.69,2.1,1.23,0.26,0.58,96.41,94.23,97.92,98.06,96.5,76.3,88.94
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,0.31,56.06,0.82,1.12,-0.02,-0.12,0.56,80.49,85.6,90.75,93.86,74.78,64.77,79.24
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,0.7,57.09,1.7,2.03,1.44,0.26,0.57,87.55,90.69,97.98,97.79,97.62,76.3,84.8
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,1.61,57.83,1.63,2.14,0.55,0.39,0.58,96.25,93,97.74,98.26,88.66,79.31,88.94
177,2025-26,Karl-Anthony Towns,30,NYK,2292,Star,Shot Creator,Mobile Big,0,55.48,0.37,0.54,-0.82,0.34,0.55,36.38,81.71,82,86.41,30.31,78.1,72.35
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,-0.24,51.69,-0.82,-0.32,0.83,-1.26,0.52,30.89,41.37,28.75,25.98,92.92,12.76,45.51
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,0.75,56.51,-0.34,-0.12,-1.44,-1.21,0.57,88.08,87.92,56.63,46.53,7.89,14.99,84.8
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,-0.25,54.69,-0.95,-0.38,-0.52,-1.11,0.59,30.63,74.91,22.83,21.73,48.66,19.48,91.91
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,0.86,57.77,-0.33,-0.11,-0.45,-1.03,0.61,89.63,92.86,57.16,47.64,53.08,23.56,95.26
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,0.85,60.57,0.48,0.4,-0.4,-0.92,0.64,89.44,97.87,84.72,83.77,56.24,29.41,98.09
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,0.93,61.35,0.94,0.76,0,-1.25,0.63,90.54,98.41,92.29,90.34,75.4,13.03,97.24
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,0.84,61.11,0.81,0.54,0.61,-1.06,0.65,89.34,98.19,90.59,86.41,89.78,22.18,98.71
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,0,58.03,-0.22,-0.06,-0.74,-1.11,0.62,36.38,93.62,62.52,54.53,35.08,19.48,96.33
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,-1.08,55.48,-0.86,-0.29,-0.97,-0.9,0.6,14.17,81.71,26.79,28.87,22.52,30.33,93.84
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,1.53,58.5,0.03,0.06,-0.09,-0.51,0.64,95.76,94.98,72.81,71.33,72.26,49.32,98.09
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,-3.23,48.23,-1.31,-1.16,-1.1,0.09,0.49,0.71,10.14,11.01,1.16,17.13,71.23,21.64
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,-4.78,45.47,-2.2,-1.2,-1.28,0.15,0.45,0.06,1.48,0.77,1.02,11.35,73.14,2.66
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,-1.51,46.95,-1.55,-0.82,-0.25,-0.76,0.48,8.23,4.6,6.41,4.42,64.92,37.33,14.92
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,-3.56,43.53,-2,-1.54,-1.78,0.39,0.44,0.42,0.22,1.58,0.2,3.14,79.31,0.91
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,-1.3,48.73,-1.7,-0.96,-1.33,-0.11,0.48,10.74,13.42,4.19,2.76,10.01,65.09,14.92
193,2018-19,Justise Winslow,22,MIA,1960,Starter,Primary Ball Handler,Wing Stopper,-1.16,50.15,-0.2,-0.07,-1.02,0.37,0.5,12.75,25.51,63.46,52.99,20.54,78.9,28.87
194,2021-22,Justise Winslow,25,LAC/POR,775,Rotation,Athletic Finisher,Wing Stopper,-1.69,48.85,-1.91,-0.79,-1.64,-0.42,0.51,6.41,14.45,2.18,4.97,4.7,53.28,36.69
195,2022-23,Justise Winslow,26,POR,776,Key Rotation,Athletic Finisher,Wing Stopper,-2.33,49.66,-1.89,-1.05,-1.67,-0.43,0.49,2.53,20.54,2.33,1.92,4.34,52.72,21.64
196,2021-22,Willie Cauley-Stein,28,DAL/PHI,183,Garbage Time,Athletic Finisher,Anchor Big,0,52.1,-0.87,-0.19,-0.7,-1.25,0.48,36.38,46.45,26.3,38.69,37.37,13.03,14.92
197,2015-16,Willie Cauley-Stein,22,SAC,1411,Key Rotation,Roll + Cut Big,Helper,-0.48,54.04,-1.15,-0.55,-0.97,-1.07,0.56,25.32,68.72,15.43,11.99,22.52,21.71,79.24
198,2016-17,Willie Cauley-Stein,23,SAC,1421,Rotation,Roll + Cut Big,Mobile Big,-0.52,52.44,-0.85,-0.4,-0.73,-0.66,0.54,24.51,50.47,27.27,20.53,35.68,42.45,63.82
199,2017-18,Willie Cauley-Stein,24,SAC,2044,Starter,Shot Creator,Mobile Big,-1.76,50.71,-1.59,-1.17,-1.56,-0.34,0.51,5.71,30.93,5.67,1.09,5.81,56.24,36.69
200,2018-19,Willie Cauley-Stein,25,SAC,2213,Star,Post Scorer,Mobile Big,-0.97,54.91,-1.74,-1.17,-2.26,-0.74,0.56,16.41,76.99,3.79,1.09,0.74,38.4,79.24
201,2019-20,Willie Cauley-Stein,26,GSW/DAL,1098,Key Rotation,Roll + Cut Big,Mobile Big,-0.74,56.02,-1.19,-0.53,-1.59,-0.76,0.61,20.17,85.32,14.38,12.83,5.31,37.33,95.26
202,2020-21,Willie Cauley-Stein,27,DAL,906,Rotation,Roll + Cut Big,Anchor Big,-0.09,58.59,-1.34,-0.47,-0.7,-1.42,0.63,34.2,95.17,10.43,16.04,37.37,6.99,97.24
203,2020-21,Kelly Oubre Jr.,25,GSW,1687,Starter,Movement Shooter,Wing Stopper,-1.34,50.95,-1.43,-1.13,-1.64,-0.24,0.51,10.21,33.58,8.57,1.43,4.7,60.12,36.69
204,2023-24,Kelly Oubre Jr.,28,PHI,2055,Starter,Movement Shooter,Helper,-1.23,50.76,-1.3,-0.9,-0.67,0.17,0.51,11.81,31.57,11.21,3.39,39.39,73.78,36.69
205,2024-25,Kelly Oubre Jr.,29,PHI,2078,Starter,Stationary Shooter,Helper,-0.39,52.22,-0.63,-0.39,-0.37,0.21,0.53,27.33,47.9,38.75,21.21,58.05,74.86,54.54
206,2025-26,Kelly Oubre Jr.,30,PHI,1519,Starter,Shot Creator,Wing Stopper,0,54.7,0.18,0.29,-0.14,-0.11,0.54,36.38,75.07,77.14,80.69,70.12,65.09,63.82
207,2018-19,Kelly Oubre Jr.,23,WAS/PHO,1923,Key Rotation,Movement Shooter,Chaser,0.2,51.15,0.01,0.13,0.83,0.05,0.51,78.54,35.52,72.08,74.84,92.92,70.36,36.69
208,2019-20,Kelly Oubre Jr.,24,PHO,1933,Starter,Movement Shooter,Wing Stopper,-0.31,51.94,-0.3,-0.17,0.17,-0.15,0.52,29.21,44.5,58.74,40.8,80.55,63.54,45.51
209,2015-16,Kelly Oubre Jr.,20,WAS,671,Rotation,Stationary Shooter,Helper,-1.36,49.26,-0.48,-0.18,-1.32,-0.4,0.49,9.91,17.61,48.32,39.83,10.35,53.95,21.64
210,2016-17,Kelly Oubre Jr.,21,WAS,1605,Key Rotation,Stationary Shooter,Wing Stopper,-1.44,49.05,-1.16,-0.55,-0.78,-0.59,0.5,8.98,16.04,15.24,11.99,32.67,45.53,28.87
211,2017-18,Kelly Oubre Jr.,22,WAS,2231,Starter,Stationary Shooter,Chaser,-0.98,48.97,-1.22,-0.83,-0.98,-0.51,0.49,16.27,15.29,13.25,4.29,22.07,49.32,21.64
212,2021-22,Kelly Oubre Jr.,26,CHO,1999,Key Rotation,Movement Shooter,Chaser,0.31,54.03,0.19,0.29,-0.21,-0.48,0.54,80.49,68.65,77.44,80.69,66.9,50.66,63.82
213,2022-23,Kelly Oubre Jr.,27,CHO,1548,Starter,Movement Shooter,Wing Stopper,-0.33,50.71,-0.67,-0.46,-0.37,0.22,0.51,28.79,30.93,36.95,16.55,58.05,75.21,36.69
214,2022-23,Frank Kaminsky,29,ATL/HOU,235,Garbage Time,Stretch Big,Mobile Big,0,56.11,-0.24,-0.05,-0.66,-1.61,0.5,36.38,85.84,61.74,56.06,39.94,2.74,28.87
215,2019-20,Frank Kaminsky,26,PHO,777,Rotation,Stretch Big,Helper,-0.92,52.16,-0.95,-0.49,0.25,-1.11,0.53,17.06,47.09,22.83,14.95,82.51,19.48,54.54
216,2020-21,Frank Kaminsky,27,PHO,715,Rotation,Stretch Big,Anchor Big,-0.06,53.49,-0.79,-0.3,-1.11,-0.95,0.54,34.88,62.81,30.38,28.02,16.87,27.92,63.82
217,2021-22,Frank Kaminsky,28,PHO,181,Garbage Time,Roll + Cut Big,Anchor Big,0.78,54.36,-0.3,-0.08,-0.28,-0.67,0.51,88.53,71.66,58.74,51.55,63.13,41.88,36.69
218,2015-16,Frank Kaminsky,22,CHO,1708,Rotation,Stretch Big,Helper,-0.67,48.12,-0.96,-0.49,-0.81,-0.67,0.49,21.4,9.43,22.39,14.95,30.82,41.88,21.64
219,2016-17,Frank Kaminsky,23,CHO,1954,Key Rotation,Stretch Big,Anchor Big,-0.83,47.88,-0.93,-0.55,-0.49,-0.62,0.49,18.51,8.08,23.58,11.99,50.6,44.37,21.64
220,2017-18,Frank Kaminsky,24,CHO,1835,Key Rotation,Stationary Shooter,Helper,-0.26,50.54,0.51,0.43,0.73,-0.35,0.51,30.4,29.43,85.34,84.48,91.64,55.87,36.69
221,2018-19,Frank Kaminsky,25,CHO,755,Rotation,Stretch Big,Helper,0.47,53.64,-0.05,0.03,0.31,-0.87,0.54,83.66,64.15,69.96,69.07,83.96,31.78,63.82
222,2015-16,Devin Booker,19,PHO,2108,Starter,Off Screen Shooter,Chaser,-0.19,48.4,0.08,0.21,-0.47,0.32,0.49,32.03,11.12,74.38,78.36,51.86,77.82,21.64
223,2016-17,Devin Booker,20,PHO,2731,Starter,Shot Creator,Chaser,-0.78,47.9,0.43,0.97,0.4,1.02,0.48,19.52,8.21,83.79,92.68,85.58,90.78,14.92
224,2017-18,Devin Booker,21,PHO,1865,Starter,Shot Creator,Chaser,0.35,50.43,1.18,1.93,0.95,1.35,0.5,81.33,28.17,94.86,97.48,94.18,94.73,28.87
225,2018-19,Devin Booker,22,PHO,2230,Starter,Shot Creator,Chaser,0.45,52.06,1.85,2.77,2.08,1.48,0.52,83.27,45.89,98.55,99.32,99.29,95.92,45.51
226,2019-20,Devin Booker,23,PHO,2512,Star,Shot Creator,Chaser,1.14,54.19,1.55,2.15,1.64,1.05,0.54,92.86,69.96,97.26,98.33,98.43,91.29,63.82
227,2020-21,Devin Booker,24,PHO,2270,Star,Shot Creator,Chaser,0.88,53.39,1.15,1.74,1.6,1.2,0.54,90.01,61.71,94.61,96.97,98.29,93.3,63.82
228,2021-22,Devin Booker,25,PHO,2345,Star,Shot Creator,Chaser,1.21,53.02,1.62,2.5,1.24,1.37,0.53,93.42,57.47,97.72,98.98,96.61,95,54.54
229,2022-23,Devin Booker,26,PHO,1835,Star,Shot Creator,Chaser,2.13,54.65,1.52,2.34,0.72,1.72,0.55,98.12,74.5,97.07,98.78,91.54,97.47,72.35
230,2023-24,Devin Booker,27,PHO,2447,Star,Shot Creator,Chaser,1.55,55.02,1.35,2.1,1.63,1.57,0.55,95.88,78.09,96.14,98.06,98.4,96.63,72.35
231,2024-25,Devin Booker,28,PHO,2795,Star,Shot Creator,Chaser,1.04,52.68,0.66,1.17,0.96,1.05,0.53,91.7,53.32,88.13,94.15,94.35,91.29,54.54
232,2025-26,Devin Booker,29,PHO,2146,Starter,Shot Creator,Helper,0,51.27,0.63,1.1,0.64,1.88,0.51,36.38,36.83,87.68,93.74,90.4,98.59,36.69
233,2024-25,Cameron Payne,30,NYK,1090,Rotation,Primary Ball Handler,Low Activity,-0.28,51.6,0.01,0.01,0.49,0.55,0.52,29.85,40.32,72.08,66.93,87.65,82.63,45.51
234,2015-16,Cameron Payne,21,OKC,698,Rotation,Primary Ball Handler,Point of Attack,0.08,48.51,-0.27,-0.1,0.55,0.82,0.48,76.05,11.83,60.33,49.29,88.66,87.72,14.92
235,2023-24,Cameron Payne,29,MIL/PHI,1304,Rotation,Primary Ball Handler,Chaser,0.36,54.33,0.41,0.18,0.56,0.25,0.53,81.49,71.35,83.17,77.02,88.94,76.06,54.54
236,2019-20,Cameron Payne,25,PHO,183,Key Rotation,Primary Ball Handler,Point of Attack,-0.06,54.71,0.8,0.72,0.74,0.17,0.48,34.88,75.21,90.56,89.59,91.85,73.78,14.92
237,2020-21,Cameron Payne,26,PHO,1080,Rotation,Primary Ball Handler,Point of Attack,1.4,56.41,1.11,0.57,0.86,0.68,0.55,94.81,87.43,94.18,86.97,93.31,85.01,72.35
238,2021-22,Cameron Payne,27,PHO,1278,Key Rotation,Primary Ball Handler,Low Activity,-0.56,48.44,-0.17,-0.02,-0.49,1.36,0.48,23.63,11.38,64.95,61.09,50.6,94.9,14.92
239,2022-23,Cameron Payne,28,PHO,968,Rotation,Primary Ball Handler,Low Activity,-1.29,50.8,-0.03,0.09,-0.06,0.93,0.5,10.93,31.89,70.65,73,73.31,89.5,28.87
240,2016-17,Cameron Payne,22,OKC/CHI,462,Rotation,Primary Ball Handler,Point of Attack,-2.42,45.58,-1.64,-0.65,-1.92,0.59,0.48,2.02,1.72,4.85,8.23,2.08,83.46,14.92
241,2017-18,Cameron Payne,23,CHI,582,Key Rotation,Primary Ball Handler,Point of Attack,-1.32,50.21,-0.09,0.06,-0.76,0.85,0.49,10.44,26.1,68.44,71.33,33.98,88.28,21.64
242,2018-19,Cameron Payne,24,CHI/CLE,712,Rotation,Primary Ball Handler,Point of Attack,-0.6,50.21,-0.12,-0.01,0.83,0.34,0.5,22.79,26.1,67.06,63.22,92.92,78.1,28.87
243,2015-16,Myles Turner,19,IND,1367,Key Rotation,Post Scorer,Helper,-0.59,50.07,0.23,0.25,0.34,-1.28,0.51,22.94,24.74,78.62,79.76,84.53,11.84,36.69
244,2016-17,Myles Turner,20,IND,2541,Star,Roll + Cut Big,Anchor Big,0.25,52.96,0.24,0.34,0.05,-1.41,0.53,79.31,56.67,78.9,82,76.98,7.28,54.54
245,2017-18,Myles Turner,21,IND,1836,Star,Roll + Cut Big,Anchor Big,-0.34,52.21,-0.28,-0.11,0.5,-1.22,0.52,28.43,47.81,59.61,47.64,87.84,14.38,45.51
246,2018-19,Myles Turner,22,IND,2119,Star,Roll + Cut Big,Mobile Big,-0.93,53.27,0.13,0.2,-0.6,-1.26,0.53,16.88,60.59,75.84,77.93,43.71,12.76,54.54
247,2019-20,Myles Turner,23,IND,1826,Star,Versatile Big,Anchor Big,-0.13,52.99,-0.19,-0.05,0.86,-1.16,0.53,33.15,57.02,63.98,56.06,93.31,17.44,54.54
248,2020-21,Myles Turner,24,IND,1455,Star,Stretch Big,Mobile Big,0.25,55.15,-0.58,-0.31,-0.23,-1.26,0.56,79.31,79.2,41.92,27,65.8,12.76,79.24
249,2021-22,Myles Turner,25,IND,1235,Key Rotation,Versatile Big,Mobile Big,1.35,56.79,0.5,0.48,0.65,-1.07,0.57,94.49,89.27,85.18,85.32,90.52,21.71,84.8
250,2022-23,Myles Turner,26,IND,1825,Star,Versatile Big,Anchor Big,1.59,59.9,0.74,0.77,0.96,-1.01,0.6,96.14,97.05,89.45,90.54,94.35,24.62,93.84
251,2023-24,Myles Turner,27,IND,2077,Star,Stretch Big,Mobile Big,1.19,58.09,0.59,0.65,0.03,-1.14,0.58,93.22,93.84,87.02,88.35,76.36,18.29,88.94
252,2024-25,Myles Turner,28,IND,2174,Star,Stretch Big,Mobile Big,0.35,56.99,0.49,0.53,-1.21,-1.46,0.58,81.33,90.14,84.94,86.27,13.39,5.89,88.94
253,2025-26,Myles Turner,29,MIL,1885,Starter,Stretch Big,Mobile Big,0,55.26,0.07,0.13,-0.9,-1.38,0.55,36.38,80.09,74.16,74.84,26.15,8.06,72.35
254,2021-22,Trey Lyles,26,DET/SAC,1536,Rotation,Stretch Big,Helper,0.39,52.69,-0.56,-0.25,0.1,-0.3,0.54,82.15,53.42,42.89,32.68,78.7,57.72,63.82
255,2022-23,Trey Lyles,27,SAC,1247,Rotation,Movement Shooter,Low Activity,0.02,56.01,-0.46,-0.2,-0.7,-0.98,0.56,74.71,85.29,49.37,37.41,37.37,26.17,79.24
256,2023-24,Trey Lyles,28,SAC,1158,Key Rotation,Stationary Shooter,Helper,1.06,56.64,-0.16,-0.07,-0.59,-1.44,0.55,91.99,88.56,65.26,52.99,44.42,6.43,72.35
257,2024-25,Trey Lyles,29,SAC,1349,Rotation,Movement Shooter,Helper,-0.47,53.21,-1.08,-0.48,-2.29,-1.38,0.54,25.71,59.73,17.76,15.52,0.64,8.06,63.82
258,2019-20,Trey Lyles,24,SAS,1271,Rotation,Stationary Shooter,Helper,-0.71,53.69,-0.39,-0.14,-1.14,-0.94,0.53,20.68,64.74,53.66,44.08,15.7,28.51,54.54
259,2020-21,Trey Lyles,25,SAS,358,Rotation,Movement Shooter,Wing Stopper,0.88,54.49,-0.3,-0.06,-0.27,-0.5,0.54,90.01,72.96,58.74,54.53,63.58,49.66,63.82
260,2015-16,Trey Lyles,20,UTA,1382,Rotation,Athletic Finisher,Helper,-1.14,49.6,-0.12,-0.07,0.47,-0.81,0.49,13,20.12,67.06,52.99,87.1,34.82,21.64
261,2016-17,Trey Lyles,21,UTA,1158,Rotation,Movement Shooter,Helper,-2.79,45.88,-1.53,-0.68,-0.48,-0.49,0.47,1.27,2.21,6.82,7.47,51.33,50.12,9.63
262,2017-18,Trey Lyles,22,DEN,1391,Rotation,Versatile Big,Helper,1.32,55.43,0.76,0.49,-0.05,-0.29,0.55,94.37,81.34,89.79,85.51,73.73,57.98,72.35
263,2018-19,Trey Lyles,23,DEN,1120,Rotation,Versatile Big,Helper,-3.02,48.38,-1.26,-0.67,-0.31,-0.37,0.5,0.95,11.08,12.13,7.66,61.6,55.19,28.87
264,2021-22,Stanley Johnson,25,LAL,1094,Key Rotation,Stationary Shooter,Wing Stopper,-0.61,53.11,-0.5,-0.19,0.77,-0.73,0.53,22.62,58.55,47.09,38.69,92.26,38.91,54.54
265,2018-19,Stanley Johnson,22,DET/NOP,1207,Rotation,Movement Shooter,Wing Stopper,-1.13,47.77,-1.17,-0.57,-0.45,-0.17,0.49,13.22,7.58,15.02,11.08,53.08,62.84,21.64
266,2019-20,Stanley Johnson,23,TOR,150,Garbage Time,Shot Creator,Helper,0,50.71,-0.57,-0.09,-0.43,0.66,0.46,36.38,30.93,42.29,50.51,54.26,84.76,5.44
